number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price
1940,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1907. Oasis Grill,“Great choice for take out”,“Great choice for take out”,45,6,Mediterranean,$$ - $$$,mid_range
1941,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1908. Balompie,"“I got the cheese and beans , and the zuc...”","“I got the cheese and beans , and the zuc...”",40,12,"Latin, Central American Me",,mid_range
1942,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1909. Berber,“Great Friday night Entertainment!”,“Great Friday night Entertainment!”,45,5,"African, Moroccan",$$ - $$$,mid_range
1943,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1910. Amitis Cafe,“Totally Delicious!”,“Totally Delicious!”,50,6,,,mid_range
1944,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1911. The Organic Coup,"“Good, not perfect”","“Good, not perfect”",40,12,$ Men,$,cheap_eats
1945,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1912. We Be Sushi,“Cravings while exploring ...”,“Cravings while exploring ...”,40,11,"Sushi, Japanese",$$ - $$$,mid_range
1946,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1913. Blue Bottle Cafe,“Nice atmosphere”,“Nice atmosphere”,45,5,"American, Ca",,mid_range
1947,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1914. Golden Kim Tar,“The Best Value for Your Money in the...”,“The Best Value for Your Money in the...”,40,12,"Chinese, Asian",$,cheap_eats
1948,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1915. The Mad Dog in the Fog,“Great Friday Night venue”,“Great Friday Night venue”,35,30,"Bar, Pub",$,cheap_eats
1949,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1916. Teo Restaurant & Bar,“... for a Chinese restaurant in Mission”,“... for a Chinese restaurant in Mission”,35,31,"Chinese, Asian",$$ - $$$,mid_range
1950,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1917. Mission Minis,“Yummy mini goodness”,“Yummy mini goodness”,45,9,,$,cheap_eats
1951,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1918. Assab Eritrean,“Wish to try vegetarian but not Indian”,“Wish to try vegetarian but not Indian”,40,20,"African, Ethiopian",$$ - $$$,mid_range
1952,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1919. Cafe La Boheme,“Famous meeting place for poets in La...”,“Famous meeting place for poets in La...”,45,8,Me,,mid_range
1953,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1920. The Argentum Project,“ Greek food splendour”,“ Greek food splendour”,50,4,"American, Cafe",$$ - $$$,mid_range
1954,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Pacific Catch,“Ordered Korean stick ribs to share and 3 x fish tacos which you can mix and m...”,“Ordered Korean stick ribs to share and 3 x fish tacos which you can mix and m...”,45,983,"Hawaiian, Seafood",$$ - $$$,mid_range
1955,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1921. Etcetera,“Great vibes good live music”,“Great vibes good live music”,45,10,$$ - $$$ Men,$$ - $$$,mid_range
1956,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1922. Amante,“Best waiting bar for Sotto Mare.”,“Best waiting bar for Sotto Mare.”,45,13,"Bar, Pub Me",,mid_range
1957,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1923. Okane,“Dinner with Sushi in Michelin Bib restaurant”,“Dinner with Sushi in Michelin Bib restaurant”,40,12,"Japanese, Sushi",$$ - $$$,mid_range
1958,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1924. Hakashi Japanese Bar & Grill,“Killer”,“Killer”,50,5,Sushi,$$ - $$$,mid_range
1959,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1925. Whole Foods Market,“infected meat”,“infected meat”,40,10,Cafe,$$ - $$$,mid_range
1960,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1926. Cafe Broadway,“Best jook ever in a local Chinatown place”,“Best jook ever in a local Chinatown place”,45,7,Chinese,$,cheap_eats
1961,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1927. The Salad Place,“Superb”,“Superb”,45,11,Americ,,cheap_eats
1962,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1928. Quetzal Internet Cafe,“Used to be better”,“Used to be better”,40,22,Cafe,$,cheap_eats
1963,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1929. Hall of Flame Burger,“Great burgers! Very friendly.”,“Great burgers! Very friendly.”,45,7,,,cheap_eats
1964,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1930. Portico Restaurant,"“... ham, potatoes ... basically ordinary...”","“... ham, potatoes ... basically ordinary...”",40,13,"American, Pizza",$,cheap_eats
1965,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1931. The Gotham Club,“Great place for drinks”,“Great place for drinks”,50,5,Americ,,cheap_eats
1966,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1932. Barnua,"“Friendly, good food, cold beer and foot...”","“Friendly, good food, cold beer and foot...”",45,8,"Pub, Gastropub",$,cheap_eats
1967,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1933. Le Regency,“Omelet was not up to snuff”,“Omelet was not up to snuff”,40,11,$ Men,$,cheap_eats
1968,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1934. Dos Pinas,“Huge super burrito !”,“Huge super burrito !”,35,15,"Mexican, Latin",$,cheap_eats
1969,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1935. Olivier's Butchery,“Outstanding lamb chops”,“Outstanding lamb chops”,50,7,,,cheap_eats
1970,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1936. Smashburger,“... coming to Smash Burger for their sweet potato fries and the whole wheat bun .”,“... coming to Smash Burger for their sweet potato fries and the whole wheat bun .”,40,9,American,$,cheap_eats
1971,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1937. Golden Horse Restaurant,“Authentic Chinese Experience - Food was...”,“Authentic Chinese Experience - Food was...”,40,23,"Chinese, Asian",$$ - $$$,mid_range
1972,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1938. Lunchpad,“Wonderful artisan sandwich spot”,“Wonderful artisan sandwich spot”,45,7,,,mid_range
1973,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1939. The Market,“Good Place for Healthy Food and Snacks...”,“Good Place for Healthy Food and Snacks...”,40,9,,$,cheap_eats
1974,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1940. Noe Valley Bakery - West Portal,“Delicious bakery goods and extremely...”,“Delicious bakery goods and extremely...”,45,5,$$ - $$$ Men,$$ - $$$,mid_range
1975,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1941. Lee's Sandwiches Larkin,“Great Vietnamese fast food chain”,“Great Vietnamese fast food chain”,45,11,Vietnamese Me,,mid_range
1976,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1942. Mendocino Farms,“Amazing sandwiches”,“Amazing sandwiches”,45,5,American,$$ - $$$,mid_range
1977,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1943. Sunflower Restaurant,“Brought lemongrass chicken and white rice home for later.”,“Brought lemongrass chicken and white rice home for later.”,40,14,"Asian, Vietnamese",$$ - $$$,mid_range
1978,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1944. Panda Express,“Great value”,“Great value”,45,8,Chinese Me,,mid_range
1979,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1945. Jim's Restaurant,“They have the best french toast I have had in a long time!”,“They have the best french toast I have had in a long time!”,40,19,"American, Diner",$,cheap_eats
1980,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1946. Village House,"“Wonderful Home Cooking, Fresh Food...”","“Wonderful Home Cooking, Fresh Food...”",45,5,$$ - $$$ Men,$$ - $$$,mid_range
1981,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1947. Real Food Co.,“a wide range of food”,“a wide range of food”,45,8,Americ,,mid_range
1982,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1948. Sichuan Home,"“... tea smoked duck, broccoli and rice .”","“... tea smoked duck, broccoli and rice .”",40,14,"Chinese, Asian",$,cheap_eats
1983,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1949. Tamashi,“Started so well and went downhill fast....”,“Started so well and went downhill fast....”,40,10,Sus,,cheap_eats
1984,https://www.tripadvisor.com/Restaurants-g60713-oa1920-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1950. Sushi Hunter,"“Excellent Sashimi, excellent service!”","“Excellent Sashimi, excellent service!”",35,56,"Japanese, Sushi",$$ - $$$,mid_range
1985,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Rambler at Hotel Zeppelin,“We had the warm duck salad (huge portio...”,“We had the warm duck salad (huge portio...”,40,131,"American, Bar",$$ - $$$,mid_range
1986,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1951. West Coast Wine • Cheese,“Chillaxing California wines and cheese”,“Chillaxing California wines and cheese”,45,9,American,$$ - $$$,mid_range
1987,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1952. Eddie Rickenbacker's,“Good beer - great fries”,“Good beer - great fries”,35,19,"Bar, Pub",$$ - $$$,mid_range
1988,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1953. The Tradesman,“A hipster eatery for hipster food”,“A hipster eatery for hipster food”,45,10,$$ - $$,$$ - $$$,mid_range
1989,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1954. Golden Veggie Market,“Excellent Fresh Fruit”,“Excellent Fresh Fruit”,45,7,,$,cheap_eats
1990,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1955. The Phoenix Bar & Restaurant,“Great bar food”,“Great bar food”,40,13,"Bar, Pub",$$ - $$$,mid_range
1991,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1956. Radio Habana Social Club,“A Great Little Space with a Cuban Flaire”,“A Great Little Space with a Cuban Flaire”,45,8,"Caribbean, Cub",,mid_range
1992,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1957. Hong Kee & Kim,“Reminds me of Hong Kong”,“Reminds me of Hong Kong”,40,12,"Chinese, Asian",$,cheap_eats
1993,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1958. The Sandwich Place,“The best sandwiches in the Mission Dist...”,“The best sandwiches in the Mission Dist...”,50,5,,,cheap_eats
1994,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1959. Fish N Gari,"“Good service, OK food”","“Good service, OK food”",40,11,"Sushi, Asi",,cheap_eats
1995,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1960. Fig & Thistle Wine Bar,"“Cool wine bar , the wine list is strictly California.”","“Cool wine bar , the wine list is strictly California.”",40,14,"Bar, Pub",$$ - $$$,mid_range
1996,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1961. Cypress Grill,"“The is seating inside and out, and the bar area offers continual tv sports.”","“The is seating inside and out, and the bar area offers continual tv sports.”",40,19,"Bar, Pub",$$ - $$$,mid_range
1997,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1962. Turtle Tower Restaurant,“Best Pho Ga - Chicken and Rice noodle...”,“Best Pho Ga - Chicken and Rice noodle...”,40,15,"Asian, Vietnamese",$,cheap_eats
1998,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1963. Eat With,“good place”,“good place”,45,8,,,cheap_eats
1999,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1964. Grant Place Restaurant,“Best pork dumplings ever!”,“Best pork dumplings ever!”,30,109,"Chinese, Asian",$,cheap_eats
2000,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1965. Commons Club,“Fusion be it!”,“Fusion be it!”,40,8,Americ,,cheap_eats
2001,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1966. El Burrito Express 2,“Budget friendly option with good food”,“Budget friendly option with good food”,40,11,"Latin, Mexican Me",,cheap_eats
2002,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1967. Mr Pickle's Sandwich Shop,“Who Doesn't Like a Good Sandwich?”,“Who Doesn't Like a Good Sandwich?”,45,7,,,cheap_eats
2003,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1968. Bullitt,“Great Staff and the foods pretty good”,“Great Staff and the foods pretty good”,35,17,"Bar, Pub",$,cheap_eats
2004,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1969. Marengo on the Alley,“Everything was so damn good!”,“Everything was so damn good!”,45,6,Me,,cheap_eats
2005,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1970. Trader Sam,“Alwaud great!”,“Alwaud great!”,45,8,"Bar, Polynesi",,cheap_eats
2006,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1971. Thailand Restaurant,"“Good, if not Great, Thai Food”","“Good, if not Great, Thai Food”",40,17,Thai,$$ - $$$,mid_range
2007,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1972. Them Ky,“Spicy”,“Spicy”,45,7,"Chinese, Asian",$,cheap_eats
2008,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1973. Eleven O One,“So glad we found this place!”,“So glad we found this place!”,50,7,,,cheap_eats
2009,https://www.tripadvisor.com/Restaurants-g60713-oa1950-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1974. Flower Market Cafe,“Classic coffee shop”,“Classic coffee shop”,45,9,"American, Cafe",$$ - $$$,mid_range
